ITEM_ID,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01
430323,,,,,,,,,,,,,10,7,-2,-5,-3,-0,4,2,-5,-2,-2,3,6,7,13,6,-4,-2,-1,2,10,4,0,4,1,1,-6,6,11,8,3,9,7,10,11,1,9,4,7,0,-4,-2,-3,-4,-4,-6,-11,0,-8,-4,2,-2,3,3,7,1
430351,,,,,,,,,,,,,5,6,7,-8,-4,1,2,6,7,6,7,9,13,-1,3,16,10,7,16,11,10,19,15,14,12,23,9,11,14,9,-1,-3,4,-5,-10,-3,-7,-6,-5,-3,-2,-9,4,3,7,2,5,4,3,0,7,-0,2,8,3,7
430355,,,,,,,,,,,,,3,7,7,6,0,6,7,6,2,5,1,1,4,2,9,6,5,0,-1,-2,1,2,4,0,2,1,-5,-2,6,1,-1,-7,-12,-6,-9,-0,-12,-6,-8,-5,-10,-10,-6,-3,4,-4,-8,-4,-2,-0,1,-11,-1,0,0,-3
430356,,,,,,,,,,,,,6,6,5,8,6,7,8,9,7,7,11,5,4,8,6,2,3,7,2,4,5,8,8,13,8,8,9,10,11,6,8,7,2,3,-5,2,1,0,-1,-3,-5,-3,-6,-6,-5,-6,2,-4,-2,-3,-2,-2,-1,-2,-1,2
430357,,,,,,,,,,,,,-15,-16,-12,-9,-3,-9,-9,-9,-11,-13,-8,-9,-10,-10,-10,-9,-17,-16,-16,-16,-14,-10,-10,-8,-9,-9,-7,-3,-1,-1,-5,-1,-9,-13,-14,-17,-18,-20,-22,-26,-26,-27,-26,-27,-21,-21,-18,-13,-16,-12,-14,-13,-14,-11,-10,-14
430358,,,,,,,,,,,,,-4,1,2,-0,2,3,2,4,1,-4,14,27,21,10,26,27,24,24,23,23,27,16,-2,0,-0,12,-1,-1,1,-0,-1,-4,-7,-3,2,-4,-4,-20,-20,-19,-23,-22,-22,-23,-20,-8,-3,2,2,8,7,1,7,9,9,10
430359,,,,,,,,,,,,,3,4,5,11,20,17,18,24,9,13,15,18,16,16,16,13,8,10,14,15,31,29,28,24,26,28,28,32,37,42,32,18,0,0,-2,2,-1,-2,-5,10,-11,-11,-17,-15,-15,-18,-17,-15,-16,-19,-16,-33,-34,-37,-27,-18
430361,,,,,,,,,,,,,0,1,1,-4,-2,3,4,5,6,7,7,5,5,8,6,10,10,8,6,4,8,10,8,3,7,5,6,6,7,2,2,2,-2,-0,-6,2,-1,-3,-6,-3,-10,-4,-3,0,3,-0,5,-2,0,-3,-1,-3,-1,-2,-4,-6
430362,,,,,,,,,,,,,2,6,7,4,8,9,8,13,8,12,10,15,13,13,9,14,13,13,13,11,14,12,10,9,16,16,18,9,10,8,7,4,2,3,5,5,0,-3,-6,3,-2,-3,-2,-3,-3,-6,-8,-4,-1,-7,-1,-11,-5,2,-1,3
430363,,,,,,,,,,,,,4,8,-4,9,-0,4,-4,-1,-5,7,4,9,15,7,15,8,16,18,11,11,15,3,6,-3,-1,10,2,17,13,-2,17,16,7,6,6,30,16,14,9,-3,1,9,-2,-3,1,-2,-11,-25,-6,-26,-12,-22,-14,-20,-14,-13
430364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,12,10,10,15,15,11,5,4,25,5,10,2,-9,-15,-4,-5,-15,-5
430365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,-24,-13,-11,-9,-14,-14,3
430407,,,,,,,,,,,,,-4,-9,-4,-1,-5,-0,-1,-3,-3,7,9,7,21,22,21,20,24,26,25,22,29,16,15,15,4,5,3,-1,-2,-5,-8,-5,-6,-2,-4,-1,-2,-4,-1,2,1,2,3,2,2,0,3,-2,2,1,-2,-1,1,-1,1,-2
430409,,,,,,,,,,,,,-14,-13,-12,-11,-7,-7,-5,-7,-2,-6,-0,9,18,18,17,16,13,12,11,10,17,15,16,14,4,2,1,4,4,5,9,7,1,5,6,5,5,6,6,3,1,1,-1,1,-1,-0,-2,-2,1,-3,-4,-5,-2,-1,-2,-1
430413,,,,,,,,,,,,,0,-0,1,5,5,3,3,2,3,3,5,6,7,8,7,8,9,9,11,12,14,14,13,14,13,12,12,11,10,8,6,7,4,3,2,1,2,2,2,2,3,3,3,3,2,2,3,3,2,2,2,2,0,1,-0,-0
430414,,,,,,,,,,,,,0,-0,2,3,2,4,5,4,5,6,5,6,9,10,10,7,11,7,8,14,11,14,9,12,8,12,12,10,8,11,11,4,6,6,4,5,2,1,-1,4,-0,-1,-3,-1,0,-0,-1,-2,3,2,2,-3,1,6,8,1
430418,,,,,,,,,,,,,-2,-0,4,9,5,9,3,5,14,11,11,21,23,19,14,13,14,6,12,12,9,8,9,5,2,1,2,1,2,1,2,1,7,1,-3,-0,3,1,-0,-0,-2,-0,-1,-1,-5,-3,-1,-2,-3,1,-1,-1,1,-1,-1,1
430419,,,,,,,,,,,,,2,1,-2,-1,-4,-5,-6,-2,-1,-2,2,1,2,3,6,8,10,9,13,11,10,12,10,7,8,7,6,2,4,4,5,2,-1,1,-0,1,-2,-1,-0,1,-1,-2,-3,-2,-1,-4,-1,-3,-2,-2,-2,-6,-3,-0,-2,-1
430422,,,,,,,,,,,,,-2,-1,-1,2,2,1,-0,-1,0,1,1,3,9,10,10,11,10,12,13,11,14,16,14,13,10,12,9,12,13,10,7,8,6,5,5,7,4,-1,-0,-2,-4,-1,-0,-1,-2,-4,-2,-5,-1,-1,2,1,2,2,2,4
430423,,,,,,,,,,,,,-2,-2,-1,-2,-6,-8,-7,-5,-4,-2,2,-1,8,4,6,9,14,14,10,13,16,10,6,12,9,6,5,4,2,1,3,7,-1,8,3,0,-5,-3,-3,0,-1,0,-4,-8,-1,-5,-1,-3,2,4,1,-0,0,-2,3,3
430425,,,,,,,,,,,,,4,4,1,2,5,1,-2,-1,1,-2,2,7,4,6,7,11,11,10,13,13,14,17,10,4,2,2,4,6,2,2,2,-1,-2,1,1,0,2,2,1,-2,-1,-1,-2,1,-1,-2,1,0,4,2,-0,1,4,2,3,3
430503,,,,,,,,,,,,,-4,-1,-2,-6,-5,2,8,9,5,6,4,3,6,8,8,14,10,6,1,5,8,-1,1,5,6,4,11,6,8,9,9,6,8,13,10,4,7,3,-2,2,1,-2,2,1,2,3,3,4,2,4,4,2,3,3,-0,2
430505,,,,,,,,,,,,,-1,1,1,-3,-1,-3,-4,-0,3,1,6,7,6,5,11,15,19,22,24,29,28,32,34,35,31,29,21,15,12,10,6,-0,-2,-5,-6,-10,-9,-10,-9,-7,-9,-9,-6,-4,-3,-3,-3,-2,-2,-0,-1,-0,-1,-1,-2,-2
430507,,,,,,,,,,,,,-9,-11,-8,-6,-9,-8,-7,-7,-3,-4,-4,2,6,7,7,8,13,13,14,19,18,20,19,15,13,12,15,18,16,16,12,7,7,8,8,10,8,7,2,-1,-2,-2,-1,0,1,0,-1,-0,0,-1,-1,-1,-0,0,1,-0
430509,,,,,,,,,,,,,-6,-4,-8,-6,-9,-6,-10,-6,-9,-13,-4,-1,1,-1,4,14,15,9,16,15,26,30,25,30,21,25,32,19,24,28,23,20,14,10,1,8,6,9,-1,0,-3,-3,-2,-3,-3,-1,6,-1,-1,-2,1,-1,-3,-4,-4,-2
430524,,,,,,,,,,,,,-22,-20,-16,-14,-14,-9,-7,-7,-3,3,5,2,7,2,6,3,5,2,6,-3,-4,-3,0,0,-0,-3,-3,-6,-8,-6,-7,1,0,0,-6,-4,-8,2,-2,4,4,2,-2,-1,1,1,5,4,5,-3,1,0,2,2,3,4
430525,,,,,,,,,,,,,-6,-7,-7,-7,-1,-0,1,6,6,4,13,14,9,13,12,12,6,7,9,6,5,8,11,13,13,11,10,9,9,8,4,5,7,3,2,2,1,-1,1,3,1,0,0,1,1,2,2,0,0,2,1,1,3,4,-1,1
430526,,,,,,,,,,,,,3,5,4,-2,-2,6,-2,1,2,3,3,2,3,1,1,1,2,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2,1,2,2,2,2,1,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0
430527,,,,,,,,,,,,,-1,-0,0,2,1,2,2,3,2,2,3,3,4,6,8,13,20,23,24,31,35,38,39,37,39,36,33,26,20,16,16,9,6,3,-0,0,-1,-1,-0,1,2,4,5,3,7,6,9,9,12,11,10,10,3,1,-1,1
430529,,,,,,,,,,,,,-6,-9,-5,-4,-3,-3,-3,-3,1,0,2,5,5,7,8,9,7,7,9,10,11,18,19,16,17,14,19,22,28,28,26,26,23,15,14,14,8,12,6,1,-3,-1,-2,-4,-2,-2,-3,-2,-1,0,-4,-2,-0,-2,-5,-5
430530,,,,,,,,,,,,,5,4,6,4,9,5,6,4,4,6,5,3,7,8,8,9,6,5,5,7,5,7,13,14,8,9,7,7,7,10,10,7,10,7,3,3,5,1,2,1,5,6,5,6,1,0,1,1,2,7,7,6,3,-0,1,2
430531,,,,,,,,,,,,,1,1,8,10,5,10,9,3,9,7,-2,7,2,8,-0,4,3,3,14,10,7,5,8,8,3,5,7,8,13,15,7,9,11,15,11,11,16,10,11,-1,9,2,3,-1,-3,-3,1,-0,-5,-1,-3,8,-5,-2,-4,1
430533,,,,,,,,,,,,,5,6,6,1,1,6,13,11,11,3,7,4,3,0,5,7,17,18,21,19,23,29,31,34,30,36,33,33,20,21,14,11,6,5,-1,-1,0,-3,-3,-5,-5,-10,-5,-2,-3,-3,0,-0,-2,0,-3,-4,-2,4,-1,-4
430535,,,,,,,,,,,,,0,-1,-1,-1,-4,-4,-4,-4,-4,-3,-2,-2,-3,-4,-2,-1,2,3,3,2,2,2,1,2,3,4,1,1,0,1,2,-0,1,2,0,0,1,1,2,1,3,7,5,7,6,5,7,7,6,6,6,7,7,3,4,3
430536,,,,,,,,,,,,,1,-2,-3,-5,-5,-4,1,-2,-0,-2,1,4,1,7,8,7,10,11,17,18,22,23,23,22,21,22,17,16,13,10,8,4,1,-0,-1,-4,-3,-7,-5,-6,-7,-7,-8,-7,-8,-6,-9,-4,-6,-2,-4,-1,-2,-1,-3,-2
430538,,,,,,,,,,,,,3,-8,-5,-3,-3,-7,-3,-12,-6,-5,-5,4,-10,5,-4,2,-3,-3,2,7,10,14,14,4,22,2,18,9,14,17,17,22,9,11,13,21,7,14,9,10,8,3,3,2,0,0,0,-3,-3,3,-1,3,-4,2,1,-6
430539,,,,,,,,,,,,,-8,-6,-12,-10,-13,-15,-11,-15,-13,-8,-5,-1,-2,-2,4,3,9,13,15,13,12,10,10,9,8,9,8,12,9,9,7,6,7,8,7,8,8,10,6,2,4,2,3,2,-3,-5,-2,-3,-3,-4,-3,-1,-1,1,1,1
430540,,,,,,,,,,,,,5,7,0,5,1,3,-2,5,14,8,9,2,9,9,16,20,19,13,17,23,10,24,22,26,20,22,15,10,17,19,17,12,14,8,5,3,5,5,6,3,6,2,3,4,2,4,4,5,4,1,-3,7,-5,4,-0,-3
430541,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,2,10,10,11,9,17,16,17,18,16,11,15,13,9,5,6,7,-1,-1,-3,1,-5,-7,-3,-2,-3,-6,-4,-8,-9,-15,-7,-11,-4,-8,-8,-12,-4,1,-11,3
430542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,19,12,16,15,18,14,10,15,18,10,4,2,-3,-1,-1,-4,-4,-3,1,1,-3,3,3,6,5,6,-1,8,0,4
430543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,15,14,13,10,7,7,6,5,-2,-3,-4,-4,-6,-5,-5,-4,-3,-2,-2,-3,-1,-1,-0,-4,-2,-3,-3,-4,-1,-1
430613,,,,,,,,,,,,,-5,-5,-5,2,2,0,0,2,1,2,5,5,8,20,21,23,24,29,35,35,39,39,37,36,35,28,29,32,31,28,21,18,16,14,15,15,16,10,9,5,-0,-1,-0,-2,-4,-4,-5,-4,-5,-5,-7,-7,-2,1,-1,1
430617,,,,,,,,,,,,,4,3,4,-9,-7,-1,-2,3,1,-0,0,0,-0,1,1,3,2,4,5,6,7,5,5,5,3,4,4,4,2,1,4,1,3,3,2,3,-1,-3,-3,3,-15,9,17,17,15,15,15,15,7,19,19,12,37,9,-0,-0
430621,,,,,,,,,,,,,4,4,4,5,5,5,5,6,5,5,6,6,6,6,7,7,8,9,11,11,12,12,12,12,12,13,12,12,14,14,13,14,15,15,15,15,14,13,13,13,11,10,10,9,9,9,9,9,9,9,9,8,9,9,8,8
430622,,,,,,,,,,,,,3,2,2,2,3,3,3,3,3,3,3,3,3,4,5,6,7,7,8,8,9,11,12,13,13,13,13,12,12,12,11,11,10,9,9,8,9,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7
430623,,,,,,,,,,,,,1,1,2,6,0,-1,-1,-1,-1,-1,-3,-4,-1,-1,-2,-1,2,1,1,1,1,1,0,0,1,0,1,8,8,8,8,8,9,9,9,9,9,9,11,-2,-3,-3,-3,-3,-3,5,5,5,5,5,3,8,9,9,9,9
430624,,,,,,,,,,,,,1,-1,1,-0,2,5,4,8,5,8,7,11,9,13,10,8,9,8,15,14,17,14,17,12,14,15,21,21,19,19,12,10,8,9,3,7,6,3,-3,-3,-4,-2,-3,-2,-3,-6,3,-2,1,-3,-0,2,2,4,3,3
430626,,,,,,,,,,,,,-8,-7,-8,-9,-5,-2,0,-4,-4,-2,1,1,-1,-1,-0,0,-3,-0,3,10,15,14,12,17,19,19,18,17,19,16,16,8,4,5,6,2,-3,-1,0,-3,-6,-3,-6,-6,-6,-8,-10,-8,-5,-8,-9,-6,-7,-8,-9,-2
430627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,4,5,-1,2,3,2,-1,-1,1,-2,-0,2,-8,-5,2,3,3,-0,2,-2,1,2,-0,-3,4,4,-1,-6,-3
430628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,-1,-1,1,2,3,1,2
440101,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,2,2,2,3,3,4,5,5,5,5,5,6,6,5,6,6,5,4,4,5,4,4,5,4,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5
440104,,,,,,,,,,,,,1,1,1,1,3,3,2,3,3,3,4,4,5,6,6,7,8,9,8,8,9,9,10,10,9,10,10,10,9,8,8,9,8,8,7,6,6,6,5,5,5,6,6,5,6,6,6,6,6,6,6,6,7,6,7,7
440105,,,,,,,,,,,,,3,3,3,4,5,5,5,5,5,5,5,5,6,7,7,7,7,8,9,9,10,10,10,10,9,9,10,9,8,8,7,7,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,5,5,4,3,4,4,4,4,4
440112,,,,,,,,,,,,,5,5,5,5,5,5,3,3,3,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-0,-0
440113,,,,,,,,,,,,,4,4,4,4,4,4,4,3,2,2,3,2,4,4,4,5,4,4,5,6,7,6,6,6,5,5,4,4,3,3,3,3,3,3,3,4,4,4,4,4,5,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6
440116,,,,,,,,,,,,,2,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,3,3,3,3,2,2,1,2,2,1,2,2,3,3,3,3
440118,,,,,,,,,,,,,0,1,0,0,0,1,1,0,1,0,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,4,9,10,10,10,10,10,10,10,10,9,9,7,-12,-12,-12,-12,-12,-12,-11,-11,-11,-11,-11
440120,,,,,,,,,,,,,1,1,2,2,2,3,2,2,2,3,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4
440121,,,,,,,,,,,,,-0,-0,0,1,1,2,2,2,3,3,4,4,4,5,5,4,5,6,7,7,6,6,7,7,7,7,8,7,6,6,5,5,5,5,5,4,4,3,4,5,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3
440122,,,,,,,,,,,,,-5,-5,-5,-8,-8,-8,-10,-10,-10,-4,-4,-4,-10,-10,-10,-8,-8,-8,1,1,1,-3,-3,-3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-3,4,4,4,5,5,5,8,8,8,8,8,8,2,2,2,-3,-3,-3,-2,-2
440123,,,,,,,,,,,,,4,4,5,5,6,5,5,4,6,6,6,4,5,4,4,5,6,6,6,7,7,8,8,9,10,10,10,9,9,10,10,9,8,8,8,8,6,7,7,6,6,6,5,4,4,4,4,4,5,4,4,5,5,4,5,5
440126,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,2,2,3,5,5,5,6,6,7,7,7,8,7,8,7,5,5,6,6,6,6,5,6,6,6,5,5,5,5,5,5,5,6,6,6,5,5,6
440127,,,,,,,,,,,,,7,6,5,6,8,10,11,11,11,11,11,11,9,10,10,9,8,8,7,7,8,7,6,4,5,4,3,2,2,3,0,-0,-1,-2,-2,-2,-1,-0,1,2,2,1,2,3,3,4,4,6,5,3,3,3,3,2,3,4
440128,,,,,,,,,,,,,2,3,3,4,3,4,5,7,7,6,6,5,6,5,5,5,6,6,6,6,6,6,7,7,7,8,8,8,9,8,8,8,8,8,8,8,8,8,7,6,6,7,7,8,8,8,9,8,8,9,8,8,9,7,7,7
440129,,,,,,,,,,,,,5,4,4,6,6,6,1,3,4,4,4,4,3,4,4,4,3,4,4,4,5,4,3,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,3,3,2,2,2,2,2,2,2,3,3,3,4,3,3,3,3
440131,,,,,,,,,,,,,4,4,4,5,9,10,8,8,8,7,8,7,8,8,8,8,3,3,3,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,4,5,5,5,4,4,5,5,4,4,5,6,3,3,3,2,3,4,3,3
440132,,,,,,,,,,,,,3,2,1,2,3,3,3,6,7,9,10,12,14,17,17,18,18,18,17,15,15,13,13,12,13,12,12,12,11,11,11,10,10,11,10,9,7,6,5,4,4,4,4,5,4,3,3,3,4,5,5,6,6,6,6,6
440204,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,5,5,5,4,4,4,3,3,3,3,3
440208,,,,,,,,,,,,,-5,-5,-5,-5,-5,-6,-5,-7,-8,-9,-9,8,26,26,24,25,25,24,22,24,27,30,30,10,-6,-2,2,4,2,2,3,3,1,0,-0,1,3,0,-0,-1,3,5,5,5,4,4,4,4,3,-2,-5,-8,-10,-11,-13,-13
440218,,,,,,,,,,,,,1,1,1,-9,-9,-9,-9,-9,-9,-19,-19,-19,-38,-38,-38,-33,-33,-33,-33,-33,-33,-26,-26,-26,-4,-4,-4,0,0,0,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-0,-0,-0,-0,-0,-0,-0,-0,-0,1,1,1,1,1
440224,,,,,,,,,,,,,-0,-0,0,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440227,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,4,4,3,4,4,6,6,6,7,8,8,8,9,9,9,9,8,7,7,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6
440229,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15
440230,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9
440231,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
440232,,,,,,,,,,,,,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,5,5,6,6,6,6,7,7,7,7,8,8,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,7,8,8,8,8,8,7,7,8
440237,,,,,,,,,,,,,-1,-0,-1,-4,-4,-3,-3,-3,-2,-2,-1,0,0,0,1,7,9,9,9,10,10,10,11,10,10,10,10,11,9,9,9,8,7,8,6,5,4,4,3,2,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3
440238,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,18,18,18,18,18,18,18,18
440239,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
440240,,,,,,,,,,,,,10,9,8,9,9,7,7,8,7,7,7,6,6,6,5,6,7,8,8,7,7,8,8,8,8,9,10,10,9,9,8,8,8,7,6,6,6,6,6,6,6,6,6,6,5,6,6,8,8,8,7,8,8,9,9,9
440241,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,3,3,4,4,4,5,6,6,7,8,7,8,8,8,8,7,7,7,6,6,5,4,4,4,3,2,2,3,2,2,1,1,1,0,1,0,1,1,1,2,1,1,2,2,2,3
440243,,,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6
440246,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,8,8,8,6,6,6,4,4,4,3,3,3,1,1,1,6,6,6,9,9,9,13,13,13,16,16,16,14,14,14,15,15,15,13,13,13,10,10,10,1,1,1,2,2,2,-5,-5
440247,,,,,,,,,,,,,-40,-40,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0
440250,,,,,,,,,,,,,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,7,7,7,7,7,12,12,12,7,7,7,5,5
440252,,,,,,,,,,,,,-17,-17,-17,-15,-15,-15,-17,-17,-17,-17,-17,-17,-18,-18,-18,-32,-32,-32,-14,-14,-14,-21,-21,-21,-21,-21,-21,-12,-12,-12,-16,-16,-16,-11,-11,-11,-11,-11,-11,-1,-1,-1,-1,-1,-1,4,4,4,5,5,5,3,3,3,1,1
440254,,,,,,,,,,,,,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,2,2,2,2,3,4,4,5,5,5,5
440255,,,,,,,,,,,,,-0,-6,-6,-7,-7,-5,-5,-5,-4,-4,-4,-4,-4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,-0,-5,-5,-7,-7,-7,-7,-8,-8,-8,-7,-8,-7,-3,-3,-1,-1,-1,-0,-0,-1,-1
440256,,,,,,,,,,,,,4,4,4,4,7,7,10,10,1,-0,3,4,5,5,5,5,5,5,2,2,1,1,1,1,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,1,1,1,0,-0,-0,0,0,0,0,0,0,-1,-1,-1,0,0
440257,,,,,,,,,,,,,1,1,1,-6,-6,-6,-4,-4,-4,-2,-2,-2,-5,-5,-5,18,18,18,25,25,25,24,24,24,30,30,30,13,13,13,10,10,10,8,8,8,7,7,7,10,10,10,4,4,4,5,5,5,5,5,5,7,7,7,7,7
440258,,,,,,,,,,,,,3,3,3,1,1,1,0,0,0,0,0,0,4,4,4,8,8,8,9,9,9,8,8,8,4,4,4,1,1,1,-0,-0,-0,1,1,1,-1,-1,-1,1,1,1,19,19,19,19,19,19,24,24,24,19,19,19,1,1
440302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,25,25,25,25,25,25,35,24,24,24,24,24,13,13,13,13,13
440303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,10,9,9,7,7,7,7,4,10,4,6,4,-1,-1,-1,0,0
440401,,,,,,,,,,,,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,21,21,21,21,21,21,21,21,21,21,21,21,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6
440402,,,,,,,,,,,,,2,1,0,2,1,1,1,-0,1,1,-0,-0,0,0,-0,5,5,5,5,5,4,4,4,4,4,5,5,9,9,8,8,9,9,9,8,7,7,6,9,5,6,6,6,5,5,6,6,7,8,8,7,5,4,4,5,6
440403,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440405,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1
440406,,,,,,,,,,,,,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,8,8,8,10,10,10,10,10,10,7,7,7,4,4,4,12,12,12,12,12
440409,,,,,,,,,,,,,3,3,3,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7
440410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
